Name,Age,Nationality,Club,League,Position,PlayStyle,Overall,Potential,Value_EUR,Wage_EUR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,SprintSpeed,Finishing,ShotPower,LongShots,Volleys,Penalties,Vision,Crossing,ShortPassing,LongPassing,FKAccuracy,Curve,Agility,Balance,Reactions,BallControl,Composure,Interceptions,HeadingAccuracy,DefAwareness,StandingTackle,SlidingTackle,Jumping,Stamina,Strength,Aggression,WeakFoot,SkillMoves,Height_cm,Weight_kg,PreferredFoot,Form,IntCaps,IntGoals,Appearances,Goals,Assists
Noussair Ilić,21,Italy,Rennes,Ligue 1,RW,Explosive Winger,81,87,12540520,23796,85,85,83,87,33,75,90,92,87,83,92,79,91,85,81,79,88,95,82,83,93,92,92,81,30,80,37,35,27,74,74,77,77,3,4,183,65,Left,4,,,13,7,18
Demba Schmidt,19,Canada,Brentford,Premier League,RM,Wide Midfielder,79,96,10549354,13664,82,77,81,87,47,70,89,82,77,83,85,73,84,87,84,83,76,70,84,82,87,88,81,93,46,71,46,49,55,75,76,63,77,4,4,190,86,Right,1,,1,35,8,19
Jack Ighalo,27,Rwanda,Granada,La Liga,ST,Poacher,64,65,602150,1292,82,83,65,74,24,72,84,82,80,79,89,75,91,64,62,64,62,69,64,76,81,74,76,69,30,71,26,30,20,76,70,67,77,5,3,182,74,Right,8,101,19,33,25,3
Jamal Becker,17,Netherlands,Frosinone,Serie A,LW,Inside Forward,64,73,885585,1696,78,75,76,81,26,60,78,77,73,68,79,76,68,69,76,82,69,67,73,80,82,80,82,76,32,65,32,34,21,56,62,57,54,2,4,181,86,Right,7,11,48,7,9,10
Thiago Witsel,26,Spain,Barcelona,La Liga,CDM,Defensive Midfielder,82,83,28525259,45494,66,61,83,76,84,81,65,70,60,55,56,55,63,86,84,89,78,74,84,76,73,76,72,71,90,77,88,90,79,73,80,87,83,3,1,184,73,Right,9,74,7,10,0,10
Federico Hoffmann,25,Serbia,Lecce,Serie A,RW,Explosive Winger,69,78,1431800,1864,80,80,75,85,25,69,80,86,73,86,80,81,73,73,81,80,76,87,76,81,85,86,84,84,23,69,25,28,25,67,65,65,62,2,1,189,60,Right,7,60,60,20,8,3
Ricardo Pérez,21,England,Celta Vigo,La Liga,CAM,Enganche,66,71,1098582,2080,72,74,80,81,39,63,75,76,82,79,81,69,76,83,74,83,75,89,73,74,85,83,87,76,34,55,42,41,48,62,56,69,69,3,3,176,58,Right,1,69,25,15,9,8
Tobias Godín,30,Austria,Luton Town,Premier League,RM,Wide Midfielder,63,63,414009,1000,78,75,70,77,42,66,72,74,81,68,74,85,72,73,64,75,72,75,82,70,83,79,77,73,38,63,40,50,51,61,63,69,58,4,3,184,68,Right,8,45,11,19,5,5
Ali Hakimi,29,India,Marseille,Ligue 1,LW,Explosive Winger,85,87,29857990,60810,89,86,84,95,46,71,95,94,93,87,92,87,87,88,84,78,82,93,85,99,94,96,99,92,52,75,53,50,43,77,69,73,80,3,2,188,78,Left,1,24,14,37,0,8
Diego Mbaye,18,Georgia,Sevilla,La Liga,RM,Winger,73,84,6056248,9404,78,79,77,83,48,65,80,85,74,76,72,81,86,79,82,75,74,69,77,76,75,87,84,83,48,59,47,53,47,68,71,65,64,2,4,181,73,Right,8,59,9,21,1,4
Florian Wirtz,18,North Macedonia,Ajax,Eredivisie,RW,Explosive Winger,87,94,89883654,216066,88,89,84,91,41,74,94,88,91,82,96,95,85,84,87,80,79,85,91,94,98,85,84,89,36,67,42,40,37,81,69,69,72,3,3,189,67,Left,3,104,27,28,6,17
Nicolás Lozano,28,Guinea,Real Betis,La Liga,CB,Bruiser,76,76,5914176,11265,70,48,64,62,89,83,66,72,54,47,47,38,55,72,59,68,63,64,64,62,56,59,65,63,82,85,82,85,93,83,86,77,91,5,4,184,82,Right,10,119,2,30,7,19
Daley Petit,20,Germany,Darmstadt,Bundesliga,LM,Inside Forward,72,88,3685362,4682,85,73,77,75,51,67,84,90,65,75,77,83,74,85,80,71,76,89,84,78,73,71,70,73,52,76,56,57,47,73,74,69,58,3,1,192,73,Left,5,21,5,35,1,3
Denzel Bentancur,21,Paraguay,Holstein Kiel,Bundesliga,RM,Wide Midfielder,68,77,946697,1063,76,68,70,81,50,63,80,75,76,72,63,61,63,63,66,67,64,59,78,84,73,83,84,85,44,60,49,51,59,58,59,68,60,5,4,178,61,Right,3,4,8,15,3,6
Mohamed López,29,Portugal,Villarreal,La Liga,ST,Pressing Forward,73,74,3012439,3470,84,83,67,79,38,79,80,83,79,80,90,87,91,67,74,66,71,58,74,80,85,77,81,73,45,82,45,31,42,84,75,77,81,3,4,182,77,Right,3,53,15,5,12,10
Matteo Taylor,18,Colombia,Celtic,Scottish Prem,CDM,Anchor,75,81,6180642,11056,63,58,80,72,79,78,59,56,63,52,49,64,58,78,76,77,75,89,67,65,66,70,79,80,85,76,77,80,79,82,73,76,83,4,1,180,89,Right,2,73,6,13,2,7
Mats Robert,25,Canada,AS Roma,Serie A,RW,Inside Forward,75,82,4173122,8748,83,81,84,85,29,66,82,80,88,80,86,79,86,92,83,85,77,84,79,83,79,83,83,83,21,59,30,30,37,74,61,63,61,3,3,181,81,Right,6,105,35,27,1,20
Idrissa Colombo,31,Ghana,Real Madrid,La Liga,CB,Bruiser,93,91,158796510,179431,74,52,79,74,88,91,79,78,46,53,56,50,54,73,82,75,82,69,64,71,68,70,69,80,95,91,82,89,88,83,97,86,87,2,3,176,83,Right,7,34,8,20,9,6
Carlos Ilić,28,Morocco,Burnley,Premier League,CB,Bruiser,76,76,5200234,10678,71,49,68,57,79,78,77,71,57,53,55,42,46,75,73,72,72,70,52,57,51,62,50,62,85,85,80,81,76,84,77,79,75,3,1,177,72,Right,10,55,13,20,6,6
Roberto Gudelj,29,Switzerland,Newcastle,Premier League,CF,Complete Forward,84,88,38445548,50453,86,87,79,84,46,77,89,85,89,88,92,94,87,83,84,81,83,90,92,78,83,82,77,81,42,77,40,38,55,69,72,71,70,2,3,173,82,Left,8,59,18,1,27,15
Alejandro Nández,28,Ecuador,Sheffield United,Premier League,RB,Attacking Full Back,61,63,451855,1000,70,46,66,63,71,68,76,69,49,51,55,36,43,69,58,66,70,55,72,62,64,63,69,70,67,71,72,64,68,75,73,72,77,3,4,184,75,Right,3,56,0,,7,9
Mats Jović,23,Colombia,Frosinone,Serie A,CDM,Box to Box,74,80,6618254,9153,68,60,82,74,77,77,65,68,68,60,60,66,66,86,79,78,82,94,68,80,74,75,81,75,76,85,78,73,82,82,73,71,68,3,2,181,86,Right,4,27,8,23,2,5
Marten Martin,33,Jamaica,Villarreal,La Liga,CB,Bruiser,78,77,15986920,29715,67,41,67,64,92,86,61,61,46,43,35,38,43,61,71,67,70,74,71,58,72,62,64,57,99,79,85,99,94,88,84,92,85,4,3,169,70,Right,10,110,8,15,9,3
Kyle Budimir,22,Venezuela,NYCFC,MLS,GK,Shot Stopper,68,73,2047546,3154,47,14,54,48,14,78,51,49,20,21,20,24,20,59,47,56,53,63,40,42,54,52,45,43,20,78,21,20,20,74,77,71,85,3,1,167,67,Right,5,107,12,28,2,15
Sergio Giménez,25,Uruguay,Ajax,Eredivisie,CAM,Classic 10,87,97,71279390,84957,82,88,89,89,53,72,83,78,91,95,80,97,80,87,96,85,83,88,95,93,94,85,92,91,48,64,58,48,51,69,66,79,74,2,4,181,85,Right,4,103,2,1,4,18
Nabil Diallo,25,Romania,Lens,Ligue 1,CM,Mezzala,72,76,4331534,10993,69,68,84,74,68,65,75,70,60,75,74,61,60,79,86,87,86,82,83,68,76,77,74,67,66,70,63,63,67,57,66,71,60,3,4,176,81,Right,9,98,6,2,,11
Bruno Hazard,31,UAE,Rennes,Ligue 1,CF,Complete Forward,75,75,3688246,5780,77,81,76,89,41,74,80,80,88,75,90,87,81,78,69,73,76,66,86,82,94,86,85,93,49,71,44,39,50,78,77,70,65,4,4,165,76,Left,6,42,23,10,14,12
Chris Martínez,27,Mexico,St. Pauli,Bundesliga,CF,Advanced Forward,72,72,3087418,4194,79,81,74,79,42,78,86,84,82,80,74,76,87,76,65,73,66,82,75,85,84,73,84,77,46,72,37,40,34,72,85,78,82,4,2,185,76,Right,4,64,55,34,14,16
Karim Roberts,22,Egypt,Napoli,Serie A,CM,Playmaker,83,93,34920081,42585,75,80,88,84,72,77,71,78,75,75,75,78,84,83,94,86,92,99,93,91,89,85,78,89,64,74,76,74,76,82,76,71,78,3,1,183,83,Right,7,35,2,9,3,8
Mason Perišić,28,USA,Sevilla,La Liga,CDM,Box to Box,88,92,73320568,154684,76,70,83,78,85,81,72,72,73,73,62,72,77,91,86,81,80,77,79,80,72,75,82,81,89,86,86,92,91,75,78,76,86,4,1,174,68,Right,6,48,3,38,8,18
Virgil Colombo,23,Australia,Darmstadt,Bundesliga,LW,Winger,61,70,241327,1000,83,74,73,81,30,60,81,87,77,81,68,76,73,74,66,77,75,72,81,75,77,78,86,82,27,56,35,35,29,57,61,62,56,3,4,179,75,Right,6,118,24,1,3,0
Marco Vargas,31,Sweden,Brighton,Premier League,CB,Ball Playing Defender,79,77,18386910,51794,74,48,76,64,84,89,80,70,40,54,48,42,41,83,69,70,75,67,62,59,59,58,63,67,83,81,80,78,85,91,91,88,81,3,4,184,70,Right,9,83,10,10,5,4
Nicolás Budimir,30,Zambia,Bayer Leverkusen,Bundesliga,RW,Inside Forward,81,80,18318658,47213,88,83,84,88,38,72,95,87,83,84,88,79,83,82,79,88,85,91,83,92,87,90,89,85,41,63,42,30,29,64,69,71,69,4,3,175,79,Left,6,9,,18,5,2
Renato González,32,Iran,Brighton,Premier League,CAM,Classic 10,74,73,6768849,7898,72,81,81,86,48,64,70,79,83,77,88,78,75,84,72,75,88,93,96,86,90,83,80,83,40,63,43,52,44,72,62,70,69,4,2,196,84,Right,8,12,17,26,6,5
Kingsley Bellingham,29,Netherlands,Osasuna,La Liga,RB,Attacking Full Back,82,84,23673174,31067,84,62,75,75,82,76,86,82,60,57,70,55,54,75,78,75,68,67,81,79,82,78,68,71,81,70,79,85,76,82,76,74,79,2,2,184,85,Right,5,0,2,10,3,14
Lautaro Kompany,23,Senegal,Leicester City,Premier League,CM,Mezzala,70,75,1496504,2928,68,64,74,79,60,68,68,73,66,57,70,64,56,82,76,77,81,69,80,85,87,83,74,79,61,62,59,67,55,76,72,62,66,4,3,174,74,Right,3,108,11,3,10,18
Yuki Herrera,31,Ireland,Hertha Berlin,Bundesliga,ST,Target Man,74,72,7024793,12070,80,86,68,75,35,75,83,87,86,90,80,94,92,75,69,69,73,56,68,69,67,77,73,71,29,84,39,36,38,77,77,72,66,5,2,174,67,Right,4,50,51,32,0,5
Yannick Schneider,25,Norway,Club Brugge,Pro League,LB,Defensive Full Back,78,81,9313018,15758,79,55,73,75,81,74,79,76,49,59,54,61,54,68,74,74,81,63,76,79,71,75,68,79,82,73,83,74,73,73,79,75,68,4,4,177,71,Left,7,75,4,27,1,3
Youssef Gueye,24,Iceland,Club Brugge,Pro League,GK,Aerial Threat,75,81,5656176,7834,49,16,60,51,18,79,42,56,20,20,20,21,20,58,55,56,52,62,61,57,58,57,51,52,26,74,20,20,20,86,83,72,75,3,5,178,72,Right,8,69,2,27,9,4
Theo Kovačić,24,Armenia,Luton Town,Premier League,CAM,Enganche,63,72,480523,1000,68,76,79,78,42,66,67,69,77,80,71,85,72,78,88,85,73,72,73,74,80,78,74,71,49,68,45,45,48,58,65,71,63,5,3,189,80,Right,1,50,56,36,4,3
Nacer Paredes,29,Thailand,Nice,Ligue 1,RM,Winger,78,78,10993439,19666,88,77,77,84,54,66,89,93,75,71,72,83,85,74,86,79,76,86,78,77,84,82,91,77,62,63,60,55,54,73,63,63,74,4,2,179,84,Left,4,28,5,33,10,13
Sven Brown,16,Poland,Lens,Ligue 1,CAM,Enganche,79,92,10766767,20508,74,82,87,82,47,72,81,79,80,79,78,76,80,85,91,88,80,75,78,81,74,80,86,79,51,64,45,40,49,79,67,70,65,2,4,181,83,Right,5,111,6,19,8,9
Dries Richard,23,Canada,Torino,Serie A,CF,Advanced Forward,74,83,5881236,13773,78,86,76,79,33,79,71,81,81,91,85,91,79,70,78,78,74,82,73,82,72,82,74,76,39,72,33,30,33,79,74,74,77,3,3,174,83,Left,1,54,15,1,9,11
Ryan Esposito,23,Netherlands,Fiorentina,Serie A,LB,Wing Back,77,81,9015802,21620,79,55,68,67,79,72,81,81,51,61,64,45,49,60,69,71,73,77,71,68,60,67,62,69,76,81,73,87,84,78,68,69,68,2,3,187,63,Left,1,46,12,3,8,10
Diego Kimmich,28,Russia,Mallorca,La Liga,LB,Wing Back,75,78,7782744,12885,73,51,71,77,73,73,67,71,56,47,46,48,57,70,64,67,75,72,71,76,70,78,84,74,77,70,79,68,65,78,74,67,74,3,3,168,88,Right,7,56,14,23,0,7
Robert Militão,28,New Zealand,Athletic Bilbao,La Liga,ST,Pressing Forward,81,83,25258387,40608,84,92,72,83,37,84,82,89,87,91,94,95,95,71,72,78,72,68,74,85,79,89,79,75,32,82,44,34,43,76,85,88,93,4,5,177,74,Right,4,56,27,25,3,15
Ismaila Schneider,30,China,Wolves,Premier League,ST,Poacher,67,67,818371,1633,76,82,60,80,25,78,75,69,78,81,73,90,80,52,59,62,57,50,76,76,80,81,73,81,32,77,32,24,25,73,79,79,84,4,4,182,65,Right,1,92,34,23,23,20
Ruben Moreau,32,Mozambique,Torino,Serie A,CDM,Defensive Midfielder,80,79,21935064,41701,71,69,79,78,77,80,65,65,62,74,71,76,77,76,86,81,86,71,76,79,70,78,85,81,81,84,77,82,85,81,83,73,89,3,3,172,73,Right,9,73,8,23,8,9
Tobias Sánchez,28,Angola,Brighton,Premier League,RB,Attacking Full Back,71,74,2615570,5649,74,53,69,71,79,74,71,70,48,46,58,44,48,69,63,65,75,73,61,75,78,67,72,66,72,66,84,83,75,66,70,81,70,3,2,178,58,Left,3,45,11,1,9,11
Theo Henderson,28,Zimbabwe,Ajax,Eredivisie,LM,Inside Forward,79,81,17388820,29029,83,72,78,88,49,71,76,86,74,66,73,79,75,77,75,73,80,75,80,90,88,86,87,82,47,63,43,41,41,79,67,64,78,2,3,182,73,Right,9,14,2,36,6,14
Francesco Mendy,29,Colombia,Rennes,Ligue 1,CAM,Classic 10,67,68,1177883,1436,76,76,80,82,43,61,78,79,83,73,67,86,68,76,72,82,82,88,77,80,83,81,88,87,51,61,43,38,49,58,61,68,68,3,4,178,58,Right,3,18,21,27,6,6
Leroy Militão,22,USA,Atletico Madrid,La Liga,ST,Poacher,92,96,149353185,168380,86,95,77,87,44,85,89,86,90,99,88,85,97,84,82,74,69,88,93,90,90,89,82,87,43,77,42,47,51,79,86,84,82,4,3,191,86,Left,7,60,19,17,12,9
Florian Honda,34,Angola,Bayern Munich,Bundesliga,RM,Wide Midfielder,84,84,50159588,59642,88,78,87,84,52,70,87,81,80,78,83,87,75,94,79,83,86,90,94,79,86,81,81,82,49,65,56,44,51,76,77,69,68,2,3,184,69,Right,3,49,9,38,2,20
Iker Lazović,25,Jamaica,Benfica,Primeira Liga,LW,Winger,86,90,72422462,141450,86,87,80,88,44,76,84,89,90,86,82,82,82,86,73,78,85,83,86,91,83,90,89,80,46,67,42,52,41,71,73,75,72,2,3,183,78,Right,10,21,22,32,8,2
N'Golo Honda,23,Ghana,Hertha Berlin,Bundesliga,CB,Aerial Threat,75,78,6214157,8789,64,41,63,62,83,80,68,70,39,36,47,34,42,66,71,69,61,69,54,63,68,59,57,64,77,79,81,84,87,72,79,83,72,3,3,191,80,Right,10,84,14,36,10,3
Tobias Kovačić,29,Angola,St. Pauli,Bundesliga,LM,Inside Forward,60,61,369812,1000,74,66,71,74,47,60,71,77,73,71,68,74,64,74,68,73,72,77,77,79,68,70,79,76,49,61,50,44,43,54,64,57,63,2,3,177,81,Right,1,,10,17,2,10
Niklas Schmidt,19,Iran,Strasbourg,Ligue 1,RB,Attacking Full Back,70,88,3091211,3438,78,43,73,66,76,73,81,74,39,39,44,51,37,78,76,77,68,62,70,73,67,66,63,66,74,68,69,81,70,67,66,70,81,3,4,182,66,Right,6,81,7,36,5,7
Ilkay Schmidt,21,Vietnam,Bayer Leverkusen,Bundesliga,CAM,Shadow Striker,77,84,9086330,10715,74,76,88,85,42,72,76,74,73,76,78,86,79,90,92,89,81,91,76,87,79,90,88,90,36,78,35,42,46,64,74,69,74,3,3,176,78,Right,3,47,45,19,3,9
Daley Mazraoui,21,Guinea,Augsburg,Bundesliga,CAM,Shadow Striker,66,72,1398369,2440,68,74,79,82,41,61,61,75,70,79,73,77,75,71,82,76,80,86,88,88,75,86,79,76,34,56,39,35,35,53,56,58,60,5,2,166,86,Right,8,86,55,5,8,4
Nico Rossi,27,France,Sporting CP,Primeira Liga,CB,Bruiser,74,77,5038637,6369,66,47,73,65,81,80,65,70,42,47,45,44,55,79,66,76,68,77,62,66,71,67,61,63,78,84,82,88,85,78,80,80,78,5,3,187,65,Right,8,115,7,18,3,3
Diego Varane,35,Hungary,Fenerbahce,Süper Lig,GK,Sweeper Keeper,78,78,16390610,34799,56,17,54,48,16,82,58,54,20,20,22,20,20,56,61,48,61,43,58,48,42,51,53,42,20,89,20,20,20,85,77,79,83,4,3,172,73,Right,8,114,4,22,10,4
Simon Kouyaté,19,Austria,Lille,Ligue 1,CDM,Anchor,81,91,27636642,62244,72,64,79,72,82,81,74,77,59,63,56,72,59,75,82,81,85,77,69,74,74,69,67,69,89,72,86,87,84,89,76,81,74,2,2,183,77,Right,9,,0,26,1,3
Niklas Tadić,29,Mali,Real Sociedad,La Liga,ST,Pressing Forward,85,88,43978601,60827,84,86,77,82,35,84,84,84,94,80,85,88,89,83,74,78,80,66,86,75,74,83,86,90,32,91,29,42,36,80,87,80,75,4,3,183,71,Left,7,88,33,7,3,10
Nicolás Jorginho,23,Germany,Dynamo Kyiv,Ukrainian PL,CDM,Anchor,82,90,19444403,32246,70,71,81,74,81,82,76,77,79,68,68,64,68,85,81,82,80,86,77,81,82,76,67,69,77,86,85,75,88,74,82,84,74,4,3,182,79,Right,10,60,1,33,1,9
Sandro Vega,26,Bolivia,Sassuolo,Serie A,GK,Aerial Threat,82,84,16992245,44482,56,20,64,50,16,86,49,50,20,20,21,20,20,63,71,66,60,70,45,49,52,51,56,45,20,81,20,20,20,86,91,91,86,4,3,187,74,Right,9,31,4,24,0,18
Ryan Ramírez,23,Sweden,Bayer Leverkusen,Bundesliga,GK,Shot Stopper,86,92,51819031,65428,57,25,69,62,19,86,61,62,21,20,26,23,23,75,69,69,62,70,61,62,67,60,55,65,20,86,20,20,27,85,82,90,89,2,3,174,60,Right,8,52,4,2,8,11
Jamal Ferrari,26,England,Venezia,Serie A,LW,Inside Forward,70,71,2145948,2823,90,82,80,84,31,60,90,94,76,85,85,73,82,88,71,79,86,75,84,85,92,82,81,87,31,68,25,27,31,64,54,63,61,3,2,186,71,Left,5,48,18,33,10,10
Lars Fabinho,22,Azerbaijan,Manchester United,Premier League,LM,Winger,82,91,17558051,49182,84,76,79,85,52,71,77,88,75,71,78,75,73,87,83,85,80,87,83,82,86,86,90,89,57,64,59,53,48,73,72,69,77,2,1,170,74,Right,2,24,,14,0,18
Wojciech Guardado,20,DR Congo,Holstein Kiel,Bundesliga,LW,Winger,69,81,1175211,1459,80,78,72,81,31,60,75,81,80,71,73,77,84,67,74,68,79,72,78,85,85,81,87,89,38,51,33,23,31,63,53,61,57,5,2,193,85,Right,3,105,2,2,1,11
Kyle Bonucci,23,Jamaica,St. Pauli,Bundesliga,CF,Complete Forward,75,79,8064816,9787,79,85,71,77,35,75,79,72,84,90,88,89,88,79,78,66,69,70,72,83,80,80,70,84,40,77,37,38,36,68,68,77,77,3,4,181,71,Right,10,19,33,32,6,12
Giuliano Hazard,32,Ireland,Wolfsburg,Bundesliga,RB,Attacking Full Back,75,76,7961146,22237,73,48,76,67,74,74,68,75,54,41,56,43,41,81,84,70,84,76,63,66,72,63,71,62,73,68,70,67,79,68,78,73,76,5,5,173,74,Right,6,17,8,7,4,17
Toby Sánchez,22,Mali,Chelsea,Premier League,LB,Attacking Full Back,78,85,10358462,11547,77,46,76,68,78,73,82,77,48,51,50,43,45,84,81,79,75,70,63,64,71,68,70,63,71,78,72,71,84,69,76,72,72,3,2,179,74,Right,2,38,15,18,1,18
John Vargas,26,Angola,Sevilla,La Liga,CM,Playmaker,77,77,13471375,27492,69,75,77,80,68,73,67,75,80,73,83,70,73,81,74,71,82,69,84,80,86,84,86,88,65,81,64,63,63,75,72,68,71,3,3,174,69,Right,3,56,13,33,2,16
Toby Kamada,20,Zambia,Osasuna,La Liga,CB,Bruiser,77,88,12174677,16769,70,41,71,63,91,85,71,70,36,35,37,41,45,77,69,75,75,63,67,63,64,60,61,69,96,86,93,90,99,90,80,79,92,2,3,175,64,Right,10,72,14,24,4,12
Cheikhou Doan,24,Bosnia,West Ham,Premier League,RB,Attacking Full Back,80,83,15427427,33758,81,47,75,74,78,79,84,88,44,49,43,38,51,81,73,77,78,78,70,72,75,68,72,73,83,80,76,80,72,71,78,73,72,4,4,170,81,Right,9,16,5,22,4,5
Erling Brozović,30,Switzerland,Eintracht Frankfurt,Bundesliga,CAM,Classic 10,81,80,22414574,33706,81,79,87,85,44,68,79,77,76,83,83,74,83,81,83,81,89,88,93,78,91,85,82,91,48,73,39,41,44,71,65,69,68,4,4,174,83,Right,3,113,49,11,10,5
Theo Witsel,28,Australia,Leicester City,Premier League,CAM,Classic 10,75,79,4832292,10908,72,78,83,84,49,68,66,79,77,74,73,88,75,83,84,84,90,88,80,80,91,87,80,91,41,76,48,47,56,64,70,74,76,2,2,181,73,Right,4,89,,6,0,8
Youssef Hoffmann,17,Serbia,Cagliari,Serie A,RM,Wide Midfielder,69,84,2025055,2675,82,69,79,79,53,66,86,81,77,66,73,76,76,78,84,85,81,80,71,78,74,77,86,77,59,68,50,59,52,58,60,70,66,5,2,170,71,Left,1,70,10,25,,2
Christoph Gvardiol,25,Sweden,Monaco,Ligue 1,GK,Sweeper Keeper,76,83,6158319,12122,52,18,53,51,15,77,57,56,20,20,24,20,26,53,50,55,52,45,55,49,43,55,51,44,20,68,20,20,20,83,76,70,74,3,4,194,76,Right,4,51,7,35,7,12
Łukasz Ito,21,Serbia,Rennes,Ligue 1,CDM,Defensive Midfielder,68,77,1946234,2560,60,57,73,72,76,72,67,63,61,57,53,63,50,75,65,71,72,75,64,66,68,75,65,76,75,66,73,82,85,66,69,68,81,4,5,192,79,Right,6,40,,4,6,0
Bukayo Giroud,24,Ireland,Inter Milan,Serie A,CDM,Box to Box,93,99,262271312,598792,77,74,82,83,88,90,84,84,79,72,80,74,75,74,75,83,79,71,92,80,84,77,79,76,84,81,86,91,88,86,97,84,90,5,3,175,71,Right,5,20,7,20,6,13
James Salah,34,Venezuela,Arsenal,Premier League,CB,Bruiser,86,84,42001053,102692,78,37,80,68,86,86,82,72,37,39,31,41,32,87,89,76,78,75,78,70,67,71,70,64,89,83,84,81,89,81,92,88,82,2,1,174,70,Left,6,19,4,14,0,5
Leon Tagliafico,20,Mozambique,Inter Miami,MLS,GK,Shot Stopper,71,84,3930158,8415,47,14,56,48,14,78,43,51,20,20,21,21,22,59,50,60,51,56,44,43,54,43,46,49,20,84,20,20,20,82,83,71,75,2,3,171,79,Right,2,82,4,7,10,5
Florian Sane,20,Brazil,Manchester United,Premier League,CM,Box to Box,90,99,124489457,190350,81,75,87,86,75,79,75,81,83,79,66,66,82,81,83,82,79,89,79,83,80,92,93,82,73,87,74,68,74,75,82,72,72,3,3,181,91,Right,9,35,6,21,9,7
Daniel Witsel,16,Kenya,Leicester City,Premier League,ST,Poacher,79,96,17345371,25470,79,85,64,79,38,79,73,77,92,85,81,81,88,60,57,61,61,71,71,72,83,79,81,80,45,80,40,37,43,86,82,79,81,3,4,178,62,Right,1,48,19,7,16,14
Nicolò Giroud,22,Iceland,Benfica,Primeira Liga,LM,Wide Midfielder,84,88,51755624,143765,84,80,77,84,59,71,83,85,78,73,87,74,84,70,71,76,80,76,75,78,87,89,89,86,57,78,66,61,56,66,78,74,68,3,3,166,86,Left,7,92,4,19,7,1
Niklas Guardado,29,Norway,Rennes,Ligue 1,CDM,Defensive Midfielder,75,78,7236032,9458,70,55,82,71,79,77,71,70,52,54,54,48,55,77,91,83,83,76,74,74,68,72,76,65,75,70,75,86,73,78,75,79,70,4,2,187,74,Right,10,9,14,11,,17
Mateo Petit,28,Belgium,Sevilla,La Liga,LW,Explosive Winger,86,90,57230817,89283,91,86,81,95,34,74,91,96,91,89,90,84,90,88,75,87,75,87,98,89,96,89,99,88,35,75,41,38,41,68,72,74,74,3,5,183,85,Right,6,85,37,6,8,2
Giuliano Thomas,32,Iraq,Sporting CP,Primeira Liga,CF,Complete Forward,86,84,48870443,55597,86,91,86,88,40,80,81,84,96,95,88,85,83,80,95,80,80,92,79,90,88,87,95,92,47,83,38,36,43,84,80,74,79,4,3,171,78,Right,3,23,26,2,8,3
Jan Promes,31,Nigeria,Osasuna,La Liga,ST,Target Man,72,73,3297247,3768,78,81,70,72,25,77,81,77,80,88,78,71,89,63,61,66,74,81,73,79,65,67,73,65,20,78,28,27,33,79,79,80,81,3,2,182,79,Left,6,14,,30,15,11
James Pereira,25,Bulgaria,Montpellier,Ligue 1,RB,Attacking Full Back,71,76,2905639,5441,82,50,75,71,71,71,79,81,58,45,43,44,46,82,84,80,81,76,71,76,69,65,65,78,78,63,64,70,70,74,75,71,70,3,5,195,71,Right,9,108,6,,3,13
Antoine Colombo,22,Cameroon,Galatasaray,Süper Lig,CAM,Enganche,79,83,8471096,22002,78,81,84,84,53,68,83,76,76,86,79,89,77,82,84,79,92,85,91,83,90,82,90,81,53,69,55,46,54,72,73,71,68,3,2,171,63,Right,7,47,27,17,10,17
Gavi Paredes,37,Poland,Rennes,Ligue 1,CB,Ball Playing Defender,76,74,6808220,8520,67,45,67,63,88,82,66,66,52,48,36,44,37,69,72,62,75,68,65,64,59,67,62,66,96,83,82,95,84,84,77,85,74,3,4,184,64,Right,3,80,8,14,,19
Roberto Modric,36,North Macedonia,Ajax,Eredivisie,LB,Wing Back,75,76,4159859,7848,79,51,73,69,76,66,85,82,45,46,56,48,49,77,72,74,70,65,66,67,67,66,73,66,72,73,79,74,76,68,70,62,74,3,3,180,74,Right,3,101,6,3,3,4
Patrick Camavinga,28,Wales,Wolves,Premier League,LM,Wide Midfielder,73,74,5560514,12088,79,70,76,75,49,61,80,83,65,66,65,68,69,75,79,75,83,66,77,79,82,72,68,74,46,67,45,48,42,67,62,65,61,3,1,188,81,Left,4,94,10,37,9,10
Mathias Hazard,21,Croatia,Strasbourg,Ligue 1,ST,Target Man,71,79,1669976,1872,80,84,62,72,32,75,85,80,79,77,87,79,76,61,66,60,66,51,63,79,78,73,72,71,35,79,37,32,31,75,78,76,80,4,2,188,76,Right,1,27,34,38,10,18
Isco Budimir,22,Argentina,Hertha Berlin,Bundesliga,ST,Poacher,77,87,10799207,13916,87,88,60,79,29,78,84,94,96,94,87,93,88,62,54,59,65,61,70,83,72,82,79,86,31,75,29,28,37,76,76,81,70,4,4,179,78,Right,5,114,23,16,12,18
Chris Pogba,27,Armenia,Real Betis,La Liga,ST,Poacher,80,84,15366842,24825,87,90,73,82,41,81,88,83,90,94,90,82,85,73,71,70,80,74,85,81,76,82,87,88,37,76,38,39,47,86,76,86,79,2,2,178,60,Right,4,93,56,1,27,13
Youssef Paredes,31,Hungary,Fiorentina,Serie A,LW,Winger,68,66,1999012,2939,81,86,74,83,31,60,82,79,79,86,95,96,90,68,73,75,79,62,93,80,80,87,84,84,35,53,31,23,31,55,56,67,57,2,3,183,76,Left,7,57,15,2,0,3
